"","ID","palika","ward","hhld","version","verified","v101","v104a","v601"
"197",3733,20614,"1","4","v5","N",6,5,NA
"198",3733,20614,"1","4","v5","N",6,5,NA
"199",3733,20614,"1","4","v5","N",6,5,NA
"200",3733,20614,"1","4","v5","N",8,5,NA
"201",3733,20614,"1","4","v5","N",8,5,NA
"202",3736,20614,"1","3","v5","N",4,2,NA
"203",3736,20614,"1","3","v5","N",5,1,NA
"204",3744,20613,"5","6","v5","N",5,4,NA
"205",3744,20613,"5","6","v5","N",6,2,NA
"206",3744,20613,"5","6","v5","N",7,1,NA
"207",3744,20613,"5","6","v5","N",10,5,NA
"208",3744,20613,"5","6","v5","N",11,3,NA
"209",3744,20613,"5","6","v5","N",12,1,NA
"210",3752,20613,"5","13","v5","N",11,0,NA
"211",3770,30601,"4","7","v5","N",5,1,NA
"212",3800,11306,"5","1","v5","N",7,5,NA
"213",3815,11306,"5","3","v5","N",7,5,NA
"214",3815,11306,"5","3","v5","N",8,5,NA
"215",3817,11306,"5","4","v5","N",7,1,NA
"216",3851,11307,"8","16","v5","N",2,4,NA
"217",3859,11213,"2","1","v5","N",4,0,NA
"218",3867,11213,"2","3","v5","N",3,5,NA
"219",3877,70813,"19","5","v5","Y",4,0,NA
"220",3885,20612,"3","5","v5","N",5,5,NA
"221",3900,20614,"1","5","v5","N",7,5,NA
"222",3900,20614,"1","5","v5","N",8,5,NA
"223",3900,20614,"1","5","v5","N",17,5,NA
"224",3900,20614,"1","5","v5","N",18,1,NA
"225",3901,20614,"2","6","v5","N",5,1,NA
"226",3902,20614,"1","7","v5","N",9,3,NA
"227",3906,20614,"1","7","v5","N",9,3,NA
"228",3913,20614,"2","7","v5","N",7,5,NA
"229",3913,20614,"2","7","v5","N",10,5,NA
"230",3913,20614,"2","7","v5","N",11,2,NA
"231",3913,20614,"2","7","v5","N",12,0,NA
"232",3926,70813,"19","3","v5","N",3,5,NA
"233",3931,30601,"4","8","v5","N",6,4,NA
"234",3965,70813,"19","4","v5","Y",4,0,NA
"235",3969,50609,"1","6","v5","N",5,3,NA
"236",3977,20614,"2","9","v5","N",6,5,NA
"237",3982,20614,"1","2","v5","N",3,5,NA
"238",3982,20614,"1","2","v5","N",6,2,NA
"239",4012,20614,"2","9","v5","N",5,1,NA
"240",4022,20614,"1","10","v5","N",5,3,NA
"241",4022,20614,"1","10","v5","N",6,1,NA
"242",4034,30909,"10","16","v5","N",5,3,NA
"243",4077,20614,"2","6","v5","N",9,5,NA
"244",4077,20614,"2","6","v5","N",10,2,NA
"245",4079,31303,"7","1","v5","N",3,5,NA
"246",4080,31303,"7","2","v5","N",5,0,NA
"247",4087,31303,"7","5","v5","N",5,4,NA
"248",4092,11307,"8","2","v5","N",4,3,NA
"249",4100,31303,"7","1","v5","N",6,0,NA
"250",4101,31303,"7","2","v5","N",6,3,NA
"251",4112,31303,"7","10","v5","N",4,2,NA
"252",4115,70813,"19","1","v5","N",5,1,NA
"253",4118,31303,"7","6","v5","N",8,1,NA
"254",4122,30601,"4","10","v5","Y",5,4,NA
"255",4141,11309,"4","5","v5","N",4,3,NA
"256",4144,11309,"4","5","v5","N",5,0,NA
"257",4144,11309,"4","5","v5","N",6,0,NA
"258",4145,11309,"4","6","v5","N",5,5,NA
"259",4145,11309,"4","6","v5","N",6,0,NA
"260",4146,11309,"4","7","v5","N",6,5,NA
"261",4148,11213,"2","1","v5","Y",4,4,NA
"262",4151,11309,"4","11","v5","N",4,0,NA
"263",4153,11309,"4","11","v5","N",4,0,NA
"264",4161,11214,"18","3","v5","N",5,0,NA
"265",4161,11214,"18","3","v5","N",6,0,NA
"266",4178,31303,"7","7","v5","N",8,4,NA
"267",4203,70813,"19","9","v5","N",7,0,NA
"268",4206,30601,"4","11","v5","N",4,5,NA
"269",4235,20614,"1","8","v5","N",11,2,NA
"270",4235,20614,"1","8","v5","N",14,1,NA
"271",4236,20612,"3","9","v5","N",3,1,NA
"272",4237,20614,"1","10","v5","N",11,4,NA
"273",4238,20614,"1","11","v5","N",6,5,NA
"274",4238,20614,"1","11","v5","N",7,2,NA
"275",4322,60202,"2","8","v5","N",8,4,NA
"276",4334,60404,"2","2","v5","N",5,3,NA
"277",4358,31303,"7","8","v5","N",8,0,NA
"278",4401,31303,"7","9","v5","N",5,4,NA
"279",4412,31303,"7","7","v5","N",3,5,NA
"280",4415,31303,"7","10","v5","N",9,5,NA
"281",4427,30601,"4","14","v5","N",3,0,NA
"282",4427,30601,"4","14","v5","N",7,0,NA
"283",4481,50609,"1","11","v5","N",4,5,NA
"284",4484,50609,"1","9","v5","N",4,0,NA
"285",4488,50609,"1","5","v5","N",3,5,NA
"286",4488,50609,"1","5","v5","N",4,0,NA
"287",4489,50609,"1","3","v5","N",4,0,NA
"288",4497,60608,"6","10","v5","N",4,4,NA
"289",4497,60608,"6","10","v5","N",5,3,NA
"290",4499,60404,"2","9","v5","N",6,1,NA
"291",4503,60404,"2","7","v5","N",4,4,NA
"292",4508,30601,"4","12","v5","N",5,5,NA
"293",4508,30601,"4","12","v5","N",6,0,NA
"294",4511,70813,"19","10","v5","N",6,0,NA
"295",4523,60303,"5","1","v5","N",4,3,NA
"296",4535,11309,"4","17","v5","N",6,0,NA
"297",4556,10804,"9","15","v5","N",3,5,NA
"298",4564,60404,"3","8","v5","N",4,2,NA
"299",4571,20807,"26","12","v5","N",5,4,NA
"300",4572,20807,"26","13","v5","N",5,1,NA
"301",4573,70813,"19","10","v5","N",8,0,NA
"302",4574,70813,"19","9","v5","N",9,0,NA
"303",4576,70813,"19","7","v5","N",4,5,NA
"304",4581,60404,"2","2","v5","N",4,4,NA
"305",4588,60202,"2","9","v5","N",12,4,NA
"306",4607,70813,"19","9","v5","N",5,4,NA
"307",4610,50609,"1","1","v5","N",5,0,NA
"308",4615,50609,"1","6","v5","N",5,5,NA
"309",4639,10804,"9","16","v5","N",5,5,NA
"310",4645,10804,"9","12","v5","N",5,0,NA
"311",4656,10804,"9","11","v5","N",5,2,NA
"312",4659,70813,"19","5","v5","N",5,0,NA
"313",4661,70813,"19","9","v5","N",5,1,NA
"314",4671,40204,"9","4","v5","N",8,5,NA
"315",4684,30102,"8","8","v5","N",6,3,NA
"316",4684,30102,"8","8","v5","N",9,2,NA
"317",4694,30102,"8","7","v5","N",4,3,NA
"318",4705,40602,"4","6","v5","N",4,2,NA
"319",4709,40602,"4","2","v5","N",5,2,NA
"320",4712,50609,"1","11","v5","N",4,4,NA
"321",4713,50609,"1","9","v5","N",5,5,NA
"322",4715,50609,"1","5","v5","Y",6,0,NA
"323",4716,70813,"19","6","v5","N",9,0,NA
"324",4719,31303,"7","1","v5","N",3,2,NA
"325",4733,11306,"8","5","v5","N",6,5,NA
"326",4739,11306,"8","7","v5","N",3,0,NA
"327",4750,31303,"7","9","v5","N",4,4,NA
"328",4753,11307,"8","1","v5","N",6,3,NA
"329",4765,11214,"7","4","v5","N",4,4,NA
"330",4770,11309,"4","7","v5","N",6,0,NA
"331",4784,11309,"4","14","v5","N",5,0,NA
"332",4790,30909,"10","19","v5","N",5,3,NA
"333",4795,11309,"4","15","v5","N",7,0,NA
"334",4795,11309,"4","15","v5","N",8,0,NA
"335",4797,10804,"9","5","v5","N",5,2,NA
"336",4801,11309,"4","13","v5","N",3,3,NA
"337",4815,10804,"9","13","v5","N",5,5,NA
"338",4836,20807,"26","11","v5","N",10,5,NA
"339",4836,20807,"26","11","v5","N",11,2,NA
"340",4837,20807,"26","12","v5","N",8,2,NA
"341",4837,20807,"26","12","v5","N",12,0,NA
"342",4844,11306,"5","5","v5","N",4,4,NA
"343",4846,11306,"5","1","v5","N",7,5,NA
"344",4848,11306,"5","4","v5","N",5,3,NA
"345",4852,11306,"5","2","v5","N",4,3,NA
"346",4856,50609,"1","1","v5","N",5,5,NA
"347",4865,30909,"10","2","v5","N",4,3,NA
"348",4865,30909,"10","2","v5","N",5,1,NA
"349",4867,70901,"3","13","v5","N",5,0,NA
"350",4868,50403,"3","9","v5","N",6,4,NA
"351",4881,31304,"16","12","v5","N",5,2,NA
"352",4881,31304,"16","12","v5","N",6,2,NA
"353",4889,30909,"10","6","v5","N",5,1,NA
"354",4892,30909,"10","7","v5","N",5,4,NA
"355",4901,11309,"4","2","v5","Y",3,5,NA
"356",4902,11309,"4","6","v5","Y",6,2,NA
"357",4907,20807,"26","16","v5","N",6,4,NA
"358",4907,20807,"26","16","v5","N",7,2,NA
"359",4909,40204,"9","8","v5","N",5,5,NA
"360",4940,30608,"30","17","v5","N",3,3,NA
"361",4942,30608,"29","14","v5","N",4,4,NA
"362",4942,30608,"29","14","v5","N",5,2,NA
"363",4943,30608,"30","15","v5","N",4,5,NA
"364",4945,20807,"26","12","v5","N",7,5,NA
"365",4947,20807,"26","14","v5","N",4,4,NA
"366",4947,20807,"26","14","v5","N",5,3,NA
"367",4964,70803,"8","15","v5","N",4,2,NA
"368",4979,30608,"29","16","v5","N",8,3,NA
"369",4981,70901,"3","13","v5","N",3,0,NA
"370",4981,70901,"3","13","v5","N",4,0,NA
"371",4997,40602,"4","5","v5","N",6,5,NA
"372",4999,40602,"4","6","v5","N",4,4,NA
"373",5010,20807,"26","14","v5","N",9,0,NA
"374",5027,30212,"2","17","v5","N",6,2,NA
"375",5032,70901,"3","15","v5","N",3,5,NA
"376",5032,70901,"3","15","v5","N",4,0,NA
"377",5049,20614,"1","3","v5","N",7,4,NA
"378",5054,20613,"5","6","v5","N",7,4,NA
"379",5054,20613,"5","6","v5","N",10,3,NA
"380",5058,20614,"1","4","v5","N",7,5,NA
"381",5058,20614,"1","4","v5","N",7,5,NA
"382",5058,20614,"1","4","v5","N",8,1,NA
"383",5058,20614,"1","4","v5","N",8,1,NA
"384",5104,30212,"1","12","v5","N",5,2,NA
"385",5110,20807,"26","16","v5","N",7,4,NA
"386",5110,20807,"26","16","v5","N",8,1,NA
"387",5115,20807,"26","20","v5","N",5,4,NA
"388",5115,20807,"26","20","v5","N",6,0,NA
"389",5116,20807,"26","11","v5","N",7,3,NA
"390",5116,20807,"26","11","v5","N",11,3,NA
"391",5116,20807,"26","11","v5","N",17,2,NA
"392",5116,20807,"26","11","v5","N",18,0,NA
"393",5131,30909,"10","11","v5","N",6,3,NA
"394",5150,60608,"6","3","v5","N",9,3,NA
"395",5159,60608,"3","18","v5","N",6,3,NA
"396",5161,60608,"6","19","v5","N",7,3,NA
"397",5171,40204,"9","9","v5","N",5,3,NA
"398",5173,70803,"8","17","v5","N",5,5,NA
"399",5173,70803,"8","17","v5","N",6,2,NA
"400",5180,20807,"26","18","v5","N",6,2,NA
"401",5182,50802,"10","15","v5","N",3,3,NA
"402",5211,30608,"30","22","v5","N",4,5,NA
"403",5218,30608,"31","8","v5","N",4,5,NA
"404",5267,70901,"3","20","v5","N",5,0,NA
"405",5270,70901,"3","16","v5","N",9,2,NA
"406",5272,20807,"26","19","v5","N",5,2,NA
"407",5276,20807,"26","21","v5","N",7,4,NA
"408",5281,20807,"20","25","v5","N",7,5,NA
"409",5345,10804,"9","6","v5","N",5,5,NA
"410",5351,10805,"6","10","v5","N",6,3,NA
"411",5379,10805,"6","13","v5","N",2,5,NA
"412",5386,20614,"1","5","v5","N",7,5,NA
"413",5387,20807,"26","24","v5","N",3,2,NA
"414",5388,20807,"26","14","v5","N",5,2,NA
"415",5390,20807,"26","16","v5","N",5,3,NA
"416",5390,20807,"26","16","v5","N",6,2,NA
"417",5390,20807,"26","16","v5","N",7,0,NA
"418",5392,20807,"26","18","v5","N",12,4,NA
"419",5392,20807,"26","18","v5","N",15,3,NA
"420",5392,20807,"26","18","v5","N",18,0,NA
"421",5416,10805,"3","18","v5","N",3,2,NA
"422",5416,10805,"3","18","v5","N",4,4,NA
"423",5438,10805,"6","19","v5","N",4,5,NA
"424",5455,10805,"2","19","v5","N",3,2,NA
"425",5465,70803,"8","14","v5","Y",4,5,NA
"426",5471,70803,"8","12","v5","N",5,0,NA
"427",5472,70803,"8","13","v5","N",5,5,NA
"428",5484,70803,"8","21","v5","N",9,2,NA
"429",5487,70803,"8","21","v5","N",6,4,NA
"430",5504,30608,"30","17","v5","N",4,3,NA
"431",5504,30608,"30","17","v5","N",9,2,NA
"432",5518,70803,"8","14","v5","N",5,5,NA
"433",5518,70803,"8","14","v5","N",6,4,NA
"434",5520,70803,"8","17","v5","N",6,5,NA
"435",5533,30212,"1","4","v5","N",5,3,NA
"436",5554,10805,"3","21","v5","N",4,4,NA
"437",5587,30212,"1","19","v5","Y",5,5,NA
"438",5598,70803,"8","22","v5","N",6,0,NA
"439",5655,40605,"6","3","v5","N",4,5,NA
"440",5655,40605,"6","3","v5","N",5,2,NA
"441",5667,70803,"8","18","v5","N",3,5,NA
"442",5701,70811,"7","5","v5","N",4,0,NA
"443",5703,70811,"7","4","v5","N",6,0,NA
"444",5716,50701,"14","18","v5","N",3,5,NA
"445",5721,50802,"10","9","v5","N",3,4,NA
"446",5729,50802,"10","11","v5","N",3,0,NA
"447",5732,50802,"10","12","v5","N",3,5,NA
"448",5736,50808,"10","17","v5","N",4,0,NA
"449",5754,50808,"10","17","v5","N",3,5,NA
"450",5760,50808,"3","13","v5","N",4,0,NA
"451",5769,20703,"10","17","v5","N",7,5,NA
"452",5777,41007,"4","18","v5","N",5,5,NA
"453",5777,41007,"4","18","v5","N",6,1,NA
"454",5780,41007,"4","17","v5","N",6,2,NA
"455",5788,41007,"4","14","v5","N",6,3,NA
"456",5820,40504,"32","25","v5","N",5,5,NA
"457",5820,40504,"32","25","v5","N",6,2,NA
"458",5824,40504,"32","26","v5","N",6,2,NA
"459",5825,40504,"32","27","v5","N",4,4,NA
"460",5831,41007,"4","10","v5","N",6,5,NA
"461",5836,50808,"5","12","v5","N",4,0,NA
"462",5844,50802,"10","16","v5","N",4,5,NA
"463",5895,20703,"7","24","v5","N",6,3,NA
"464",5895,20703,"7","24","v5","N",7,0,NA
"465",5902,20703,"7","27","v5","N",6,0,NA
"466",5905,20703,"2","30","v5","Y",5,0,NA
"467",5921,20614,"2","8","v5","Y",5,5,NA
"468",5938,10207,"7","14","v5","N",4,1,NA
"469",5962,40504,"32","12","v5","N",3,5,NA
"470",5965,40504,"32","10","v5","N",5,2,NA
"471",5977,20703,"2","33","v5","N",4,2,NA
"472",5982,30802,"27","22","v5","N",5,0,NA
"473",5991,60608,"3","8","v5","N",5,0,NA
"474",5992,60608,"3","9","v5","N",5,1,NA
"475",5993,60608,"3","10","v5","N",5,4,NA
"476",5996,60608,"6","13","v5","N",9,0,NA
"477",5998,60608,"3","15","v5","N",6,2,NA
"478",6002,60608,"6","18","v5","N",4,3,NA
"479",6009,60608,"3","5","v5","N",5,5,NA
"480",6010,60608,"6","6","v5","N",5,1,NA
"481",6013,60608,"6","8","v5","N",4,3,NA
"482",6015,60608,"3","10","v5","N",6,1,NA
